,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
1573,"Shr Pfenng nt  r $2000 credt lmt T compny tht ssued Pfenng r credt crd Household Credt Servces Inc chrged r  fee  $29  ech mth tht r blnce remned  $2000 T fee ws lsted n t ""Purchses"" ctegy  r mthly sttent rtr thn s  ""fnnce chrge"" Under t Truth n Lendng Act (TILA) ny chrges ""ncdent  t extens  credt"" must  lsted seprtely s ""fnnce chrges""
Household Credt Servces chose not  lst t -lmt fee s  ""fnnce chrge"" ever bsed  t Federl Reserve Bd's defnt  t term whch explctly excludes ""chrges   exceedng  credt lmt"" Pfennng countered tht t Bd's defnt ws n unresble nterprett  TILA's pln lnguge nd  tree  dsregrded
T dstrct ct sded wth Household Credt Servces fndng tht t t Federl Reserve Bd hd properly exercsed ts uthty  TILA  defne t term tht t defnt ws  resble nterprett  TILA nd tht t credt compny ws tree justfed n relyng  ts defnt T Sxth Crcut Ct  Appels reversed",1201,55177,"Household Credit Services, Inc. v. Pfennig","Household Credit Services, Inc. and MBNA America Bank, N.A.",Sharon R. Pfennig,1,2003,majority opinion
1574,"Jesse L Jcks ws sentenced  lfe n prs n Tennessee n 1987  t murder  Js Crwley Jcks s post-cvct relef  t grounds tht  trl counsel ws neffectve nd hd fled  cduct n dequte nvestgt In der  estblsh neffectve ssstnce  counsel s  volt  t Sxth Andnt bsed  t Sre Ct’s decs n Strcklnd v Wshngt t ccused must s  lck  resbly effectve counsel nd tht tre ws  resble probblty tht   counsel’s unpressl errs t result t trl  hve en dfferent T stte ct dened relef nd determned tht Jcks’s counsel ws not defcent nd tht regrdless  hd not suffered prejudce s  result   counsel’s permnce
Jcks tn s federl hs relef nd t dstrct ct cfrd t stte ct’s denl  relef Despte fndng tht tre hd en neffectve ssstnce  counsel nd  resble lkelhood  prejudce t dstrct ct ld tht  federl ct cn ly grnt relef f t stte ct’s determnt ws ctrry  estblsd federl lw whch ws not t cse re T US Ct  Appels  t Sxth Crcut reversed nd ld tht Jcks ws enttled  relef cuse t stte ct unresbly ppled t Strcklnd test nd t stte ct’s opn ws ctrry  t estblsd Strcklnd precedent n tht t ppled  prepdernce--t-evdence stndrd rtr thn  resble-probblty stndrd",1565,55180,Holland v. Jackson,"Flora Holland, Warden",Jessie L. Jackson,1,2003,per curiam
1575,"Vncent Foster  hgh-rnkng Whte House lwyer nvolved n t nvestgt  possble frud  t Clnt fmly n t Whtewter rel estte venture ws found ded n  Vrgn prk Two gnnt nvestgts subsequently found tht t deth hd en  sucde Alln Fvsh quested t fndngs  t gnnt nvestgts clmng tht ty re prt   gnnt c-  murder Under t Freem  Inmt Act Fvsh requested ccess  150 phos  Foster's body n t prk nd  t sy He lter reduced  request  129 phos
T gnnt ntlly dened  ccess  ll t phos  eventully gve  ccess  118  tm It wthld t rest rgung tht t prvcy nterest  Foster's fmly mrs n relt  Foster's deth trumped t publc nterest served  provdng Fvsh ccess  t phos T gnnt stted tht t phos re  grphc nd tht relesng tm  set t fmly Fvsh countered  rgung tht t fmly  not hve  relevnt prvcy nterest; t ly pers se prvcy nterests   volted  t relese  t phos ws Foster Fvsh rgued nd Foster's deth hd rendered  ncpble  exercsng tht nterest
After  seres  ppels n whch  Nnth Crcut pnel ld tht t Foster fmly's rght  prvcy ws relevnt  t cse  tht t dstrct ct must look t t specfc phos n der  gh t prvcy rghts gnst Fvsh's rght  ccess gnnt nmt t Nnth Crcut eventully decded tht Fvsh   gven ccess  ll  f  t phos T gnnt jed  t Foster fmly ppeled t decs  t Sre Ct",1762,55181,National Archives and Records Administration v. Favish,National Archives and Records Administration,"Allan J. Favish, et al.",1,2003,majority opinion
1576,On July 15 1998 polce fcers wth  wrrnt knocked  t   suspected drug deler Lshwn Bnks Ty wted ten 15 nd 20 secds nd wn Bnks  not co  t  ty smsd t open wth  btterng rm Bnks ws rrested  e  trl  fled  mot  spress t evdence found n  prtnt cuse  cld t ced entry hd en unlwful Wn t request ws dened  pled gulty  eventully ttempted  retrct  gulty ple  t dvce   new ttney T new ttney Rndll Roske rgued tht t serch ws uncsttutl cuse fcers  not wt lg enough e brekng wn t  nd hd no evdence tht wtng lger  hve hd negtve csequences A Nnth Crcut Ct  Appels greed rulng t serch uncsttutl nd spressng t evdence found  t,884,55179,United States v. Banks,United States,Lashawn Lowell Banks,1,2003,majority opinion
1577,"After t 2000 census reduced t sze  t Pennsylvn Cgressl delegt  two mrs t Republcn-ctrolled stte legslture pssed  redstrctng pln tht clerly neftted Republcn cntes Severl mrs  t Democrtc prty sued n federl ct clmng tht t pln ws uncsttutl cuse t volted t e-pers e-vote prncple  Artcle I Sect 2  Csttut t Equl Protect cluse t Prvleges nd Immuntes cluse nd t freem  sct
T dstrct ct dsmssed ll  t Artcle I Sect 2 clm It ld tht t voters brngng t sut hd not proved tht ty   dened representt ly tht ty   represented  Republcn fcls Becuse t plntffs ( brngng t sut) re not dened t rght  vote   plced  t bllot box  scte s  prty   express tr poltcl opns tr poltcl dscrmnt clms fled
Hover t ct found t ct uncsttutl cuse t creted dstrcts wth dfferent numrs  voters tre voltng t e-pers e-vote prncple Becuse t plntffs hd sn tht t ws possble  crete dstrcts wth smller dfferences nd cuse t defendnts hd fled  justfy t dsprtes resultng  tr pln t ws tree uncsttutl",1393,55183,Vieth v. Jubelirer,"Robert C. Jubelirer, President of the Pennsylvania Senate, et al.","Richard Vieth, Norma Jean Vieth, and Susan Furey",0,2003,plurality opinion
1578,"Mrcus Thnt ws spped fter gettng    vehcle   polce fcer  hd notced tht t lcense plte  Thnt's Lncoln T Cr lged   Cvy two- cr Durng  cverst wth Thnt t fcer sked f   serch  Durng t serch  found two bgs  drugs T fcer rrested Thnt tn sercd  vehcle (whch Thnt hd lredy exted  t t t polce fcer spoke wth  though t fcer hd seen  ext t) In t vehcle t fcer found  gun
Thnt ws cvcted  drug nd frerms fenses On ppel  moved  hve t gun dsmssed s evdence cuse  cld t hd en found s t result  n uncsttutl serch He rgued tht t fcer hd ctcted  fter  hd left t vehcle nd tht t serch tree  not fll wthn t ""serch ncdent  rrest"" except  t Fth Andnt wrrnt requrent (t except llows polce  serch t pers ng rrested nd t re ""wthn  mdte ctrol"")
A Fth Crcut Ct  Appels pnel rejected  rgunt holdng tht requrng fcers  sgnl tr ntent  rrest  pers e  exted  vehcle   dngerous cuse t  gve   chnce  get ny ps n t vehcle   use t vehcle  get wy  run  t fcers",1386,55182,Thornton v. United States,Marcus Thornton,United States,0,2003,majority opinion
1579,"BedRoc Ltd nd Western Elte Inc  property n Nevd ptented  t federl Pttmn Act (1919) (T ct ws repeled n 1964) T ct uthzed t ssunce  ptents  desert lnds n Nevd  ndvduls  successfully developed ground wter resces Hover t ct specfed tht ptents reserve  t Unted Sttes ""ll t col nd otr vluble mnerls"" n t ptented lnds Wn t prevous er  BedRoc nd Western Elte's lnd extrcted nd ld comrclly vluble snd nd grvel  t lnds wth  federl mnerl ctrct t Bureu  Lnd Mngent (BLM) gve notfct tht t mnng ws llegl  federl lw T er lost n ppel  t Inter Bd  Lnd Appels (IBLA) Once BedRoc nd Western Elte ed t lnd ty fled sut n US dstrct ct rgung tht t Pttmn Act's ""vluble mnerls"" provs  not nclude vluble snd nd grvel T dstrct ct rejected t compnes' rgunt nd sded wth t Unted Sttes T Nnth Crcut Ct  Appels ffrd",1080,55184,"BedRoc Limited, LLC v. United States","BedRoc Limited, LLC, and Western Elite, Inc.","United States, et al.",1,2003,plurality opinion
1580,"After  grnd jury ndcted Fellers polce rrested  t ho Fellers mde ncrmntng sttents  t rrest Polce fclly nterrogted Fellers t county jl nd ld    Mrnd rghts Fellers sgned  wver  tse rghts nd restted ncrmntng sttents  hd mde t ho Fellers lter rgued tht wn  ws rrested n  ho wth  lwyer polce ""delrtely elcted"" ncrmntng sttents Ptng   Sxth Andnt rght  counsel Fellers rgued t   uncsttutl  dmt t trl  ncrmntng sttents mde n jl cuse tse re t ""fruts""  comnts mde t ho wth  lwyer
Fellers ws cvcted n federl dstrct ct A federl ppellte ct ffrd t cvct nd ruled tht fcers  not volte Fellers' Sxth Andnt rght  counsel etr t ho  n t jlhouse",908,55187,Fellers v. United States,John J. Fellers,United States,1,2003,majority opinion
1581,"Blkely pleded gulty  t kdnppng   estrnged wfe nd t fcts dmtted n  ple spted  mxmum sentence  53 mths Wshngt stte lw llows  judge  mpose  sentence bove t stndrd rnge f  fnds ""substntl nd compellng ress""  ng  tht re not computed n t stndrd rnge sentence T judge n t cse mposed n ""exceptl"" sentence  90 mths fter determnng Blkely hd cted wth ""delrte cruelty""
Blkely ppeled rgung tht t sentencng procedure deprved    federl Sxth Andnt rght  hve  jury determne yd  resble ubt ll fcts leglly essentl   sentence A stte ppellte ct ffrd t sentence nd t stte sre ct dened revew",781,55185,Blakely v. Washington,"Ralph Howard Blakely, Jr.",Washington,1,2003,majority opinion
1582,"T Telecommuncts Act  1996 llod federl preempt  stte nd locl regults ""prohbtng t blty  ny entty""  provde telecommuncts servces Bsed  t ct  gro  locl gnnts n Mss (t Mss Muncpl Legue) sked t Federl Communcts Commss (FCC)  nullfy  stte lw tht prevented muncpltes  provdng telecommuncts servces Mss rgued tht muncpl gnnts re not seprte enttes  rely subsects  t stte gnnt nd tht t stte  tree restrct tr uthty T FCC greed wth t stte refusng  nullfy t lw
T Muncpl Legue ppeled nd n Eghth Crcut Ct  Appels pnel reversed t decs T pnel ld t wds ""ny entty"" re ntentlly brod nd tht  proper stndng  tm  nclude muncpl gnnts T stte  tree not regulte ttempts  muncpltes  provde telecommuncts servces T FCC lg wth t stte  Mss nd Shstern Bell Telephe Compny ppeled t decs  t Sre Ct",1136,55186,Nixon v. Missouri Municipal League,"Southwestern Bell Telephone, L.P., fka Southwestern Bell Telephone Company","Missouri Municipal League, et al.",1,2003,majority opinion
1583,Felpe E Tovr ws chrged wth drunk-drvng n Iow three ts n f yers Tovr pleded gulty  ts nd wved  rght  n ttney t frst t T thrd t cuse Iow lw ncreses sentencng  successve drunk-drvng Tovr fced   fve yers n prs Tovr rgued tht  frst cvct ws n nvld wver   6th Andnt rght  counsel nd  not ncrese  thrd sentence T wver ws nvld Tovr rgued cuse t judge  not wrn   t csequences  enterng  gulty ple wth n ttney T Iow dstrct ct rejected Tovr's rgunt nd sentenced   30 dys n jl T ct  ppels ffrd T Iow Sre Ct reversed,732,55188,Iowa v. Tovar,Iowa,Felipe Edgardo Tovar,1,2003,majority opinion
1584,"Cgress pssed t Chld Onlne Protect Act (COPA)  prevent ms  ccessng pnogrphy lne T Arcn Cvl Lrtes Un (ACLU) nd lne publsrs sued n federl ct  prevent encent  t ct rgung tht t volted t Free Speech cluse  t Frst Andnt T Dstrct Ct greed On ppel  Thrd Crcut Ct  Appels pnel ffrd holdng tht cuse t ct used ""communty stndrds""  decde whch mterl ws hrmful  ms t  prohbt mterl tht ws felt fensve n t  ""purtncl"" communtes  ng dsplyed n  ""lernt"" es
On ppel t Sre Ct ruled tht t ""communty stndrds"" provs le  not mke t ct uncsttutl nd sent t cse bck  t Thrd Crcut   evlut
T Thrd Crcut gn prohbted mplentt  t ct holdng tht t ws lkely  fl t ""strct scrutny"" test cuse t ws not nrrowly tled - tht s t prevented lne publsrs  publshng  mterl tht dults hd  rght  ccess - nd cuse t  not use t lest restrctve ns possble  protect chldren (t ct found tht blockng stwre nstlled  ho computers  prents   s good  job wth preventng free speech) F smlr ress t pnel found tht t ct ws uncsttutlly ""brod"" - tht s t ppled  o much protected mterl",1463,55189,Ashcroft v. American Civil Liberties Union,"John D. Ashcroft, Attorney General","American Civil Liberties Union, et al.",0,2003,majority opinion
1585,"Generl Dynmcs Lnd Systems renegotted ts un ctrct  provde full lth cre nefts ly  retrees  re  thn 50 yers old   July 1 1997 dedlne Un mr Denns Clne fell two yers sht  50 t t t  t dedlne nd ws excluded permnently  recevng lth nefts
Clne - lg wth 196 otr 40- 49-yer-old employees - fled sut gnst Generl Dynmcs  t Age Dscrmnt n Employnt Act  1967 (ADEA) ADEA protects wkers  40  ge dscrmnt Snce t ctrct excluded wkers ten t ges  40 nd 49 Clne lleged tht provdng nefts ly  retrees 50 nd  ws llegl ge dscrmnt
A US dstrct ct n Oho rejected Clne's clms T ct ruled tht t ADEA es not recognze clms  ""reverse dscrmnt""  preferentl tretnt  older people wthn t s -40 clss Clne ppeled nd t US Ct  Appels  t Sxth Crcut reversed T ct ruled tht Generl Dynmcs ws gulty  pln ge dscrmnt snce t ADEA protects ll perss  40  ge dscrmnt  tr employers",1174,55190,General Dynamics Land Systems Inc. v. Cline,"General Dynamics Land Systems, Inc.","Dennis Cline, et al.",1,2003,majority opinion
1586,"Hley ws cvcted n Texs stte cts   fely tft nd sentenced s  hbtul fely fender (extendng  sentence) After  fled ppel  t Texs ppellte ct Hley fled  stte hs pplct n t trl ct rgung tht  pst crs  not qulfy  s  hbtul fender nd tht  ttney hd provded neffectve counsel wn  fled  object  t extended sentence T ct dsmssed  clms  procedurl grounds cuse  hd not rsed t ssue   trl nd tree  not rse t n t hs pett T Texs Ct  Crmnl Appels dened  hs pplct bsed  t trl ct's fndngs
Hley tn fled  hs cpus relef n federl dstrct ct Ptng  t procedurl-defult ctrne Texs rgued tht Hley's clm ws procedurlly brred  federl hs revew Under t procedurl-defult ctrne federl cts cnnot grnt hs relef f t lst stte ct rejected t ppel  procedurl volts  stte lw; t ly except s f t petter s ctully nnocent
T dstrct ct ld tht Hley sed  ws ""ctully nnocent""  erler volts  whch  sentence enhncent ws bsed T ct ruled tht Hley's sentence ws tree mproperly extended It never recd  neffectve ssstnce  counsel clm hvng lredy found grounds  turnng t extended sentence T US Ffth Crcut Ct  Appels ffrd rejectng Texs's rgunt tht t ctul-nnocence except pples ly  cses nvolvng cptl fenses",1634,55191,Dretke v. Haley,"Doug Dretke, Director, Texas Department of Criminal Justice, Correctional Institutions Division",Michael Wayne Haley,1,2003,majority opinion
1587,"Mcl Crwd stbd  mn  cld tred  rpe  wfe Durng Crwd's trl prosecuts plyed  t jury  wfe's tpe-recded sttent  t polce descrbng t stbbng T sttent ctrdcted Crwd's rgunt tht  stbd t mn n defense   wfe Becuse t ws pre-recded Crwd  not cross-exmne t sttent T jury cvcted Crwd  ssult
Crwd cld t plyng   wfe's sttent wth no chnce  cross-exmnt volted t Sxth Andnt gurntee tht ""[]n ll crmnl prosecuts t ccused shll enjoy t rght  cfrted wth t wtnesses gnst "" T stte sre ct ld t cvct relyng  t US Sre Ct's decs n Oho v Rts (1980) Tht decs llod t dmss  --ct testmy gnst  defendnt f tht testmy ws relble",912,55192,Crawford v. Washington,Michael D. Crawford,Washington,1,2003,majority opinion
1588,"Dvd Nels ws sentenced  deth  murder nd scduled  execut n 1997 A seres  ppels nd hs petts n federl ct delyed t execut untl 2002 wn n 11th Crcut Ct  Appels pnel unnmously rejected  clm delng wth t lleged volt   Sxth Andnt rght  n ttney After t fnl ppel ws rejected Nels ws rescduled  execut  Oct 9 2003
Nels fled pett n federl dstrct ct llegng tht t thod  execut proposed  Albm volted  Eghth Andnt protect gnst cruel nd unusul punshnt Albm hd notfed Nels tht cuse  dmge ne   vens  prevous ntrvenous drug buse t execut procedure mght requre crects fcers  cut  muscles nd ft n  rm  get ccess   ven tht  crry t xns He cld tht t ws n nhumne thod  execut nd  tree  brred Furtr  rgued tht t pett ws not n ppel   cvct  sentence (ppels   re prohbted  US Code Ttle 28 Sect 2254  federl lw desgned  lmt t numr  hs cpus ppels  deth row nmtes)  rtr  freestndng lwsut chllengng t csttutlty  t proposed execut procedure Albm countered tht Nels's ppel ws ntended ly  prolg  lfe  procedurl delys exctly wht t federl lw ws desgned  prevent nd  tree  thr 
T federl dstrct ct greed wth Albm holdng tht Nels's ppel delt not just wth t procedure  wth t sentence tself It ws tree functlly equvlent   hs cpus pett whch ws brred  Sect 2254 A dvded 11th Crcut Ct  Appels pnel ffrd t decs After t 11th Crcut declned  rer t cse s  le (en bnc) t US Sre Ct ssued  sty  execut nd tn ccepted t cse  ppel",1998,55194,Nelson v. Campbell,David L. Nelson,"Donal Campbell, Commissioner, Alabama Department of Corrections, et al. ",1,2003,majority opinion
1589,"Crlos Domnguez Bentez cfessed  sellng drugs  n nmnt He mde  ple greent wth t gnnt n whch   pled gulty  csprcy  sell drugs whch mlly crred  10-yer mnmum sentence Hover t gnnt greed  sk t judge  reduce t sentence low tht mnmum T ple greent l sd tht f t judge  not gree  t gnnt's request  lor t sentence Domnguez  not wthdrw  gulty ple Durng dscusss  t ple t judge fled  nt t fct tht t prohbted   wthdrwng  ple (t wrtten sttent whch  ctn t fct ws red   t notr t) Wn t judge ruled tht   not lor t sentence Domnguez ppeled He rgued tht t judge's flure  tell  tht    unble  wthdrw  ppel ws  ""pln err""  Federl Rule  Crmnl Procedure 52 nd tree requred reversl T prosecuts countered tht n der  s tht t judge hd mde  ""pln err"" Domnguez  need  s not just tht  hd mde  mstke  l tht t ws resbly lkely tht wth t err Domnguez  not hve pled gulty A Nnth Crcut Ct  Appels rejected tht rgunt sdng wth Domnguez  reverse t decs",1316,55193,United States v. Dominguez Benitez,United States,Carlos Dominguez Benitez,1,2003,majority opinion
1590,"Gregy Esprz murdered  ste clerk   robry n Oho He ws cvcted nd sentenced  deth  t murder He ppeled t deth sentence rgung tht t prosecuts hd fled  chrge  s t ""prncple fender"" n t murder nd tht  ws tree nelgble  t deth penlty  Oho lw T Oho Ct  Appels rejected t rgunt holdng tht cuse Esprz hd en t ly pers chrged n t cr t  hve en redundnt (nd tree unnecessry)  chrge  s t ""prncple fender""
Esprz tn fled  secd ppel e t Ct  Appels t t rgung tht  hd receved neffectve ssstnce  counsel   frst ppel He specfclly cted  ttney's flure  rgue tht t stte hd volted t Eghth Andnt's prohbt  cruel nd unusul punshnt  not follg t ""letter  t lw"" n ts sentencng T ct gn rejected Esprz's rgunt referrng bck  ts frst decs nd holdng tht t prosecut's err hd en hrmless nd ws tree not grounds  turnng t sentence T defense ttney's flure  rse Eghth Andnt objects  t prosecut's err tree ws l hrmless
Esprz tn fled  pett   wrt  hs cpus n federl dstrct ct rsng t s neffectve ssstnce  counsel clm In respse Oho rgued tht t Oho Appels Ct's decs hd not volted ""clerly estblsd Federl lw"" nd tht t dstrct ct tree  not turn t sentence T ct sded wth Esprz ever holdng tht t stte's flure  follow ts sentencng lws volted t Eghth Andnt T ttney's flure  rse t Eghth Andnt clm n t frst ppel tree ws not hrmless nd  serve s grounds  turnng t sentence A Sxth Crcut Ct  Appels pnel ffrd t federl dstrct ct's opn",1981,55195,Mitchell v. Esparza,Mitchell,Esparza,1,2003,per curiam
1591,"Wn t US Postl Servce ended ts ml-sck ctrct wth Flmngo Industres Flmngo sued n US dstrct ct Flmngo cld t Postl Servce declred  ""fke ergency n t sply  ml scks""  t  gve no-bd ctrcts  cper egn mnufcturers wth llg US compnes  compete  tm Flmngo cld t volted federl nttrust lws (mg otr chrges) T dstrct ct dsmssed t nttrust clm resng tht t federl gnnt s protected  segn mmunty T Nnth Crcut Ct  Appels reversed  t nttrust mmunty count It ruled tht t 1970 Postl Regnzt Act wved t Postl Servce's segn mmunty nd tht t   sued  federl nttrust lws s  ""pers""",784,55197,"United States Postal Service v. Flamingo Industries (USA), Limited",United States Postal Service,"Flamingo Industries (USA) Ltd., et al.",1,2003,majority opinion
1592,"Wrren Sumrln klled  l collect wth  htct n 1982 nd ws subsequently cvcted  murder He ws sentenced  deth   stte trl judge cuse  t nous nture  t cr nd  prevous crmnl ty He ppeled t sentence rgung tht  ttney's romntc reltshp wth t prosecut nd t trl judge's proven use  mrjun hd prevented   recevng  fr trl  t Arz stte cts rejected  ppels
In June 2002 ever t US Sre Ct ssued ts decs n Rng v Arz T decs found tht t Sxth Andnt rght  jury trl nt tht ly jures not judges  sentence e  deth T Rng decs gve Sumrln new hope He ppeled  cvct rgung tht t decs chnged t substnce  t lw rtr thn just t procedure used  pply t nd tht t  tree  ppled retroctvely T stte countered tht t chnge delt ly wth   t ctul sentencng not wth t burden  pro nd ws tree ly procedurl Becuse procedurl chnges re not ppled retroctvely  t Sre Ct's 1989 decs n Tegue v Lne t stte rgued tht Sumrln's sentence   ld A dvded Nnth Crcut Ct  Appels dsgreed sdng nsted wth Sumrln nd derng t stte  reopen  trl  re-sentencng",1409,55198,Schriro v. Summerlin,"Dora B. Schriro, Director, Arizona Department of Corrections",Warren Wesley Summerlin,1,2003,majority opinion
1593,"A US Drug Encent Agency (DEA) specl gent ws kdnpped nd murdered   Mexcn drug crtel n 1985 After n nvestgt t DEA ccluded tht Humr Alvrez-Mchn hd prtcpted n t murder A wrrnt   rrest ws ssued   federl dstrct ct T DEA ever ws unble  cvnce Mexco  extrdte Alvrez-Mchn  ty hred severl Mexcn ntls  cpture  nd brng  bck  t Unted Sttes Hs subsequent trl nt ll t wy  t Sre Ct whch found tht t gnnt  try  pers  hd en cbly bducted  tht t bduct tself mght volte nterntl nd provde grounds   cvl sut Wn t cse nt bck  t dstrct ct  trl Alvrez-Mchn ws found not gulty  lck  evdence
Alvrez-Mchn tn fled  gro  cvl suts n federl ct gnst t Unted Sttes nd t Mexcn ntls  hd cptured   t Federl Tt Clms Act (FTCA) whch llows t federl gnnt   sued  tt clms nd t Alen Tt Sttute (ATS) whch permts suts gnst egn ctzens n Arcn cts T gnnt rgued tht t FTCA ppled ly  clms rsng  cts tht ok plce n t Unted Sttes nd tree  not c Alvrez-Mchn's cse cuse t rrest ok plce n Mexco Furtr t gnnt nd t Mexcn ntls rgued tht t ATS gve federl cts jursdct  r tt clms gnst egn ctzens   not llow prvte ndvduls  brng  suts
T federl dstrct ct dsgreed wth t gnnt's ctent tht t FCTA clm  not pply fndng tht pln  cpture Alvrez-Mchn ws developed  US l nd tree ced Hover t ct tn ruled tht t DEA hd cted lwfully wn ty rrested Alvrez-Mchn nd ws tree not lble On t ATS clms t ct rejected t rgunt tht prvte ndvduls  not brng sut  t Act T ct found tht Jose Frncsco Sos e  t Mexcn ntls  kdnpped Alvrez- Mchn hd volted nterntl lw nd ws tree lble  t ATS
On ppel t Nnth Crcut Ct  Appels turned t dstrct ct's FTCA decs rulng tht t DEA  not uthze  ctzen's rrest  Alvrez-Mchn n notr country nd ws tree lble T ppels ct  ever ffrm t lor ct's fndng  t ATS clm holdng t judgnt gnst Sos",2549,55199,Sosa v. Alvarez-Machain,Jose Francisco Sosa,"Humberto Alvarez-Machain, et al.",1,2003,majority opinion
1594,"Seven col mners sued t Deprtnt  Lb clmng tht t deprtnt hd volted t federl Prvcy Act nd t rght  prvcy found n t federl Csttut  relesng tr cl securty numrs (SSNs) T Prvcy Act stted tht ny ""pers enttled  recy"" n  sut gnst t gnnt   volt  prvcy   wrded ""ctul dmges sustned  t ndvdul  n no cse [ t dmges wrded ] less thn t sum  $1000"" nd ttney fees
T mners rgued tht ll ty needed  prove n der  receve t $1000 mnmum wrd ws tht t gnnt hd volted tr prvcy  relesng tr SSNs; ty  not need  prove tht ty hd suffered ctul dmges Ty mntned tht t nclus  ""ctul dmges"" n t ct ws ly ntended  lmt t sze  judgnts wrded gnst t gnnt not  requre pro  ctul dmge T gnnt rgued tht t ct requred t mners  prove tht ty hd en hrd  t gnnt's volt  tr prvcy
T dstrct ct ruled n fv  t gnnt A dvded Fth Crcut Ct  Appels pnel ffrd",1196,55200,Doe v. Chao,Buck Doe,"Elaine L. Chao, Secretary of Labor",0,2003,majority opinion
1595,"Rymd Ytes ed  cpt wth  prt shrng/pens pln Ytes brod mey  t pln t  set nterest After  hd repd t l   prt shrng/pens pln Ytes' credts fled n nvoluntry bnkrtcy pett gnst  Ty sked t bnkrtcy ct  set sde t repynt (nterest ncluded) nd gve t  t credts
Ytes rgued tht  t Employee Retrent Inco Securty Act (ERISA) t nterest  t prt shrng/pens pln  not  sezed (except  ls  prtcpnts) T bnkrtcy ct dsgreed nd grnted Ytes' credts' requests T ct resed tht s t le er  t busness Ytes ws n employer  ERISA not  ""prtcpnt"" T pln's prohbt  nterest sezure tree  not pply A federl dstrct ct nd  Sxth Crcut Ct  Appels pnel  ffrd",903,55201,"Raymond B. Yates, M. D., P. C. Profit Sharing Plan v. Hendon","Raymond B. Yates, M.D., P.C. Profit Sharing Plan, and Raymond B. Yates, Trustee","William T. Hendon, Trustee",1,2003,majority opinion
1596,Hernn O'Ryn Cstro ws sentenced  20 yers n prs  drug relted fenses After t 11th Crcut Ct  Appels ffrd  cvct Cstro lleged tht  hd dsced evdence tht  gnnt wtness hd testfed flsely Bsed  t evdence  requested  new trl wth legl representt T dstrct ct cuse Cstro hd no legl representt ttempted  lp   re-chrcterzng  request   new trl s  pett   wrt  hs cpus T judge's re-chrcterzt  Cstro's ppel ws ntended  lp   two yers lter n t Antterrsm nd Effectve Deth Penlty Act  1996 Cgress lmted t numr  petts  wrt  hs cpus tht  prser  fle  e Wn Cstro ttempted  pett  wht  th ws  frst wrte  hs cpus n 1998  ws dened cuse  t erler reclssfct   request   new trl Wn  ppeled t 11th Crcut Ct  ppels ntlly sded wth Cstro rulng tht t reclssfct  not count gnst  F mths lter ever t 11th Crcut recsdered sdng wth t gnnt,1188,55202,Castro v. United States,Hernan O'Ryan Castro,United States,1,2003,majority opinion
1597,T Beef Promot nd Reserch Act (1985) requred cttle producers  py  fee  generc ef dvertsents ne  hlf  t cttle ndustry So cttle producers dsgreed wth t dvertsents T Lvesck Mrketng Asct sued t Deprtnt  Agrculture (USDA) n federl dstrct ct nd lleged  gnnt-requred fee  dvertsng wth whch  cttle producers dsgreed volted tr Frst Andnt rght  free speech T USDA rgued t dvertsng ws gnnt speech mmune  Frst Andnt chllenge Anotr gro  cttle producers t Nebrsk Cttlen sded wth t USDA nd sued t Lvesck Mrketng Asct T two cses re cldted T dstrct ct nd t Eghth Crcut Ct  Appels ruled t progrm volted t Frst Andnt nd tht t dvertsng ws compelled nd not gnnt speech,894,55203,Johanns v. Livestock Marketing Association,"Mike Johanns, Secretary of Agriculture, et al.","Livestock Marketing Association; Nebraska Cattlemen, Inc. v. Livestock Marketing Association",1,2004,majority opinion
1598,Johnne Cochrn sued  r clent Ulysses Ty n  Cln ct  mkng defmng sttents Ty hd tred  ce Cochrn  py  mey n exchnge  desstng Cochrn rgued A judge greed nd dered Ty  never tlk b Cochrn gn Ty ppeled unsuccessfully n stte ct rgung t der volted  Frst Andnt rght  free speech T US Sre Ct greed  r t cse Cochrn ded e ek fter l rgunt,477,55204,Tory v. Cochran,"Ulysses Tory, et al.","Johnnie L. Cochran, Jr.",1,2004,majority opinion
1599,"Thoms Vn Orden sued Texs n federl dstrct ct rgung  Ten Commndnts munt  t grounds  t stte cpl buldng represented n uncsttutl gnnt enrsent  relg Orden rgued t volted t Frst Andnt's estblshnt cluse whch prohbts t gnnt  pssng lws ""respectng n estblshnt  relg"" T dstrct ct nd t Ffth Crcut Ct  Appels ruled gnst Orden nd sd t munt served  vld seculr purpose nd  not pper   resble observer  represent  gnnt enrsent  relg",602,55205,Van Orden v. Perry,Thomas Van Orden,"Rick Perry, in his Official Capacity as Governor of Texas and Chairman, State Preservation Board, et al.",0,2004,plurality opinion
1600,A Fld ct cvcted Vetnm ctzen Dun Le  drvng  t nfluence nd cusng serous bodly njury T Immgrt nd Nturlzt Servce (INS) chrged n federl mmgrt ct tht Le   depted T INS rgued Le commtted  cr  volence tht ws n ggrvted fely  federl mmgrt lws -  deptble cr T mmgrt ct nd n ppellte mmgrt ct ruled Le   depted T 11th Crcut Ct  Appels greed,496,55207,Leocal v. Ashcroft,Josue Leocal,"John D. Ashcroft, Attorney General, et al.",1,2004,majority opinion
